text	label	rationale_label
"Parking issue at Tribhuvan International Airport #Kathmandu ,many flights in the Q for Departures &amp; Arrivals. 😞\n#NepalEarthquake"	infrastructure_and_utilities_damage	parking§§§0.09 issue§§§0.09 at§§§0.08 tribhuvan§§§0.09 international§§§0.08 airport§§§0.08 #kathmandu§§§0.06 ,§§§0.0 many§§§0.0 flights§§§0.0 in§§§0.0 the§§§0.0 q§§§0.0 for§§§0.0 departures§§§0.0 and§§§0.0 arrivals§§§0.0 .§§§0.0 😞§§§0.0 #nepalearthquake§§§0.0
RT @cnni: The devastation in Kathmandu is horrific -- but the fear is it may be worse in remote areas: http://t.co/QZXLMH0u5J https://t.co/…	infrastructure_and_utilities_damage	the§§§0.13 devastation§§§0.13 in§§§0.12 kathmandu§§§0.12 is§§§0.12 horrific§§§0.12 --§§§0.0 but§§§0.0 the§§§0.0 fear§§§0.0 is§§§0.0 it§§§0.0 may§§§0.0 be§§§0.0 worse§§§0.0 in§§§0.0 remote§§§0.0 areas§§§0.0 :§§§0.0 …§§§0.0
RT @SuvalagnaC: CNN missed out India in list of nations helping Nepal. &amp; India is pouring heart! Height of Presstitution! #ShameOnCNN http:…	not_related_or_irrelevant	cnn§§§0.03 missed§§§0.03 out§§§0.03 india§§§0.03 in§§§0.03 list§§§0.03 of§§§0.03 nations§§§0.04 helping§§§0.04 nepal§§§0.04 .§§§0.03 and§§§0.03 india§§§0.03 is§§§0.03 pouring§§§0.03 heart§§§0.03 !§§§0.03 height§§§0.03 of§§§0.03 presstitution§§§0.03 !§§§0.03 #shameoncnn§§§0.03 :§§§0.03 …§§§0.03
RT @tw_bhav: 6 boxes of mineral water bottles available. Anyone needs please call . In Ktm valley +977  9801072572 #Kathmandu #NepalQuakeRe…	rescue_volunteering_and_donation_effort	6§§§0.14 boxes§§§0.15 of§§§0.14 mineral§§§0.15 water§§§0.15 bottles§§§0.15 available§§§0.13 .§§§0.0 anyone§§§0.0 needs§§§0.0 please§§§0.0 call§§§0.0 .§§§0.0 in§§§0.0 ktm§§§0.0 valley§§§0.0 +977§§§0.0 9801072572§§§0.0 #kathmandu§§§0.0 #nepalquakere§§§0.0 …§§§0.0
"cnnbrk: U.S. forces rescued 30 people who were trapped in Nepal village after earthquake, U.S. ambas... http://t.co/MHVn8NGTZI #SriLanka"	rescue_volunteering_and_donation_effort	cnnbrk§§§0.0 :§§§0.0 u.s.§§§0.17 forces§§§0.17 rescued§§§0.17 30§§§0.17 people§§§0.17 who§§§0.0 were§§§0.0 trapped§§§0.0 in§§§0.0 nepal§§§0.0 village§§§0.0 after§§§0.0 earthquake§§§0.0 ,§§§0.0 u.s.§§§0.0 ambas§§§0.0 ...§§§0.0 #srilanka§§§0.0
@MDVForeign @Ahmed_Adeeb Any action taken to guarantee the safe return of these students stranded in Nepal? https://t.co/eVCZBLRCRz	affected_people_and_evacuations	any§§§0.0 action§§§0.01 taken§§§0.0 to§§§0.01 guarantee§§§0.06 the§§§0.12 safe§§§0.13 return§§§0.13 of§§§0.12 these§§§0.13 students§§§0.14 stranded§§§0.14 in§§§0.0 nepal§§§0.0 ?§§§0.0
"@MaheshNBhatt RT @GlobalGiving: If you're trying to locate friends and family in Nepal, try (cont) http://t.co/v3vqnEy8TB"	not_related_or_irrelevant	if§§§0.05 you're§§§0.06 trying§§§0.06 to§§§0.06 locate§§§0.06 friends§§§0.06 and§§§0.06 family§§§0.06 in§§§0.06 nepal§§§0.06 ,§§§0.06 try§§§0.06 (§§§0.06 cont§§§0.06 )§§§0.05
#NepalEarthquake #Nepal’s before &amp; After\n1. Maju Deval\n2. Dharahara Tower\n#Kathmandu #PakStandsWithNepal  http://t.co/9q4MPTrr0q	other_useful_information	#nepalearthquake§§§0.1 #nepal’s§§§0.1 before§§§0.1 and§§§0.1 after§§§0.1 1§§§0.0 .§§§0.0 maju§§§0.0 deval§§§0.0 2§§§0.0 .§§§0.0 dharahara§§§0.0 tower§§§0.0 #kathmandu§§§0.0 #pakstandswithnepal§§§0.0
"Magnitude 6.7 aftershock hits Nepal, causes panic: A powerful aftershock shook Nepal on Sunday, making buildin... http://t.co/J6m0WgTpdT"	other_useful_information	magnitude§§§0.07 6.7§§§0.08 aftershock§§§0.07 hits§§§0.07 nepal§§§0.07 ,§§§0.0 causes§§§0.0 panic§§§0.0 :§§§0.02 a§§§0.07 powerful§§§0.06 aftershock§§§0.07 shook§§§0.07 nepal§§§0.07 on§§§0.0 sunday§§§0.0 ,§§§0.0 making§§§0.0 buildin§§§0.0 ...§§§0.0
RT @MSF_canada: We're sending a charter plane w an inflatable hospital from Bordeaux tomorrow #NepalEarthquake http://t.co/H8myAZ7buH http:…	rescue_volunteering_and_donation_effort	we're§§§0.08 sending§§§0.07 a§§§0.08 charter§§§0.08 plane§§§0.08 w§§§0.08 an§§§0.08 inflatable§§§0.08 hospital§§§0.08 from§§§0.07 bordeaux§§§0.07 tomorrow§§§0.0 #nepalearthquake§§§0.0 :§§§0.0 …§§§0.0
"RT @threadalist: Hunkered down in Lobouche, some building damage #earthquake #Everest #NepalQuake http://t.co/WKZF1pJmup"	infrastructure_and_utilities_damage	hunkered§§§0.09 down§§§0.09 in§§§0.08 lobouche§§§0.08 ,§§§0.07 some§§§0.08 building§§§0.08 damage§§§0.08 #earthquake§§§0.0 #everest§§§0.0 #nepalquake§§§0.0
RT @WandererRama: My nephews r stranded in #Kathmandu.\nBirendra  +9779808289014\nSurendra  +9779813282703\n@witchybitchygal @bhaiyyajispeaks …	affected_people_and_evacuations	my§§§0.24 nephews§§§0.25 r§§§0.25 stranded§§§0.26 in§§§0.0 #kathmandu§§§0.0 .§§§0.0 birendra§§§0.0 +9779808289014§§§0.0 surendra§§§0.0 +9779813282703§§§0.0 …§§§0.0
"RT @ANI_news: Kathmandu:No damage in Pashupatinath temple,but the buildings around have collapsed, Govt is useless #NepalEarthquake http://…"	infrastructure_and_utilities_damage	kathmandu§§§0.0 :§§§0.0 no§§§0.06 damage§§§0.06 in§§§0.06 pashupatinath§§§0.06 temple§§§0.06 ,§§§0.05 but§§§0.05 the§§§0.06 buildings§§§0.06 around§§§0.06 have§§§0.06 collapsed§§§0.06 ,§§§0.0 govt§§§0.0 is§§§0.0 useless§§§0.0 #nepalearthquake§§§0.0
"RT @JantaKaReporter: Rain stops, rescue operations resume in #Kathmandu. #NepalEarthquake"	rescue_volunteering_and_donation_effort	rain§§§0.0 stops§§§0.0 ,§§§0.0 rescue§§§0.34 operations§§§0.34 resume§§§0.32 in§§§0.0 #kathmandu§§§0.0 .§§§0.0 #nepalearthquake§§§0.0
"RT @IsraelHatzolah: BREAKING: Due to problems with the landing in Kathmandu, Nepal. #IDF rescue teams will be delayed in Israel for another…"	rescue_volunteering_and_donation_effort	breaking§§§0.0 :§§§0.0 due§§§0.0 to§§§0.0 problems§§§0.0 with§§§0.0 the§§§0.0 landing§§§0.0 in§§§0.0 kathmandu§§§0.0 ,§§§0.0 nepal§§§0.0 .§§§0.0 #idf§§§0.12 rescue§§§0.12 teams§§§0.12 will§§§0.1 be§§§0.11 delayed§§§0.11 in§§§0.1 israel§§§0.1 for§§§0.0 another§§§0.0 …§§§0.0
RT @Arsenal: Help @savechildrenuk reach children in #Nepal. Donate to support the #NepalEarthquake appeal: http://t.co/705XcJ9RuG http://t.…	not_related_or_irrelevant	help§§§0.05 reach§§§0.05 children§§§0.05 in§§§0.05 #nepal§§§0.05 .§§§0.05 donate§§§0.06 to§§§0.06 support§§§0.06 the§§§0.06 #nepalearthquake§§§0.06 appeal§§§0.06 :§§§0.05 .…§§§0.05
"Check this @SuryaRay India swings into action, rushes relief personnel, material to Nepal: India… http://t.co/GvKTazfmGB #SuryaRay #India"	rescue_volunteering_and_donation_effort	check§§§0.0 this§§§0.0 india§§§0.07 swings§§§0.08 into§§§0.07 action§§§0.07 ,§§§0.07 rushes§§§0.08 relief§§§0.08 personnel§§§0.08 ,§§§0.08 material§§§0.09 to§§§0.08 nepal§§§0.08 :§§§0.0 india§§§0.0 …§§§0.0 #suryaray§§§0.0 #india§§§0.0
#NepalEarthquake: Stranded #Bahrain's citizens in #Nepal shd contact +18130847733 as thr govt s in talks wt #India's govt to help evacuate&gt;&gt;	affected_people_and_evacuations	#nepalearthquake§§§0.0 :§§§0.0 stranded§§§0.17 #bahrain's§§§0.17 citizens§§§0.16 in§§§0.0 #nepal§§§0.0 shd§§§0.0 contact§§§0.0 +18130847733§§§0.0 as§§§0.0 thr§§§0.0 govt§§§0.0 s§§§0.0 in§§§0.0 talks§§§0.0 wt§§§0.0 #india's§§§0.0 govt§§§0.0 to§§§0.0 help§§§0.0 evacuate§§§0.0 >>§§§0.0
"RT @ndtv: Fresh 6.7 magnitude quake hits Nepal, tremors felt in India http://t.co/Sq2o1lPhRK"	other_useful_information	fresh§§§0.08 6.7§§§0.08 magnitude§§§0.08 quake§§§0.08 hits§§§0.08 nepal§§§0.08 ,§§§0.06 tremors§§§0.07 felt§§§0.06 in§§§0.06 india§§§0.06
NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1	injured_or_dead_people	nepalearthquake§§§0.0 death§§§0.15 toll§§§0.15 officially§§§0.14 2000+§§§0.15 officially§§§0.13 announced§§§0.13
"ICYMI: Read about this #Brampton woman's journey through #Nepal during the #earthquake that killed upwards of 4,000 http://t.co/sBPr4Tnlax"	injured_or_dead_people	icymi§§§0.0 :§§§0.0 read§§§0.0 about§§§0.0 this§§§0.0 #brampton§§§0.0 woman's§§§0.0 journey§§§0.0 through§§§0.0 #nepal§§§0.0 during§§§0.0 the§§§0.0 #earthquake§§§0.0 that§§§0.0 killed§§§0.25 upwards§§§0.25 of§§§0.25 4,000§§§0.25
RT @carolineheldman: Stef and Sophie Steffens have been found at #Bamboo Village! #LostTrekkersFound #Langtang #NepalEarthquake	affected_people_and_evacuations	stef§§§0.1 and§§§0.1 sophie§§§0.1 steffens§§§0.1 have§§§0.09 been§§§0.09 found§§§0.09 at§§§0.0 #bamboo§§§0.0 village§§§0.0 !§§§0.0 #losttrekkersfound§§§0.0 #langtang§§§0.0 #nepalearthquake§§§0.0
"RT @AnantBhan: Colleagues in Nepal: acute need for orthopaedic surgeons and cardiothoracic surgeons, trauma specialists #NepalQuakeRelief @…"	rescue_volunteering_and_donation_effort	colleagues§§§0.0 in§§§0.0 nepal§§§0.0 :§§§0.0 acute§§§0.05 need§§§0.05 for§§§0.05 orthopaedic§§§0.06 surgeons§§§0.06 and§§§0.05 cardiothoracic§§§0.06 surgeons§§§0.06 ,§§§0.05 trauma§§§0.05 specialists§§§0.06 #nepalquakerelief§§§0.0 @§§§0.0 …§§§0.0
RT @ThislsAmazing: Nepal earthquake: nearly 700 people dead. My prayers for the people Kathmandu. http://t.co/8q7B9SjZ45	injured_or_dead_people	nepal§§§0.0 earthquake§§§0.0 :§§§0.0 nearly§§§0.25 700§§§0.25 people§§§0.25 dead§§§0.25 .§§§0.0 my§§§0.0 prayers§§§0.0 for§§§0.0 the§§§0.0 people§§§0.0 kathmandu§§§0.0 .§§§0.0
RT @tariksalama: Extraordinary video of a turkish tourist of #NepalEarthquake #Kathmandu #Nepal  https://t.co/V6063zgRmZ http://t.co/v2Mnft…	other_useful_information	extraordinary§§§0.09 video§§§0.1 of§§§0.1 a§§§0.1 turkish§§§0.11 tourist§§§0.1 of§§§0.09 #nepalearthquake§§§0.11 #kathmandu§§§0.01 #nepal§§§0.0 …§§§0.0
"The Barpak village, with 1100+ households, has been completely buried. 99% of the houses have been badly damaged http://t.co/1JEwiD0NtY"	infrastructure_and_utilities_damage	the§§§0.04 barpak§§§0.04 village§§§0.04 ,§§§0.04 with§§§0.04 1100+§§§0.04 households§§§0.04 ,§§§0.04 has§§§0.04 been§§§0.04 completely§§§0.04 buried§§§0.04 .§§§0.03 99%§§§0.04 of§§§0.04 the§§§0.04 houses§§§0.04 have§§§0.04 been§§§0.04 badly§§§0.04 damaged§§§0.04
#prayfornepal  Major aftershock hits Nepal after earthquake\nhttp://t.co/1wkV1vgvuF	other_useful_information	#prayfornepal§§§0.0 major§§§0.16 aftershock§§§0.16 hits§§§0.17 nepal§§§0.16 after§§§0.01 earthquake§§§0.01
@Melanie_Pinet @foreignoffice  Hi Melanie- I have tweeted it from @RuthRobinsonLon to a friend who used to work in Nepal  . Will e mail you	not_related_or_irrelevant	hi§§§0.04 melanie-§§§0.04 i§§§0.04 have§§§0.04 tweeted§§§0.04 it§§§0.04 from§§§0.04 to§§§0.04 a§§§0.04 friend§§§0.04 who§§§0.04 used§§§0.04 to§§§0.04 work§§§0.04 in§§§0.04 nepal§§§0.04 .§§§0.04 will§§§0.04 e§§§0.04 mail§§§0.04 you§§§0.04
RT @flightradar24: The @AirbusGroup A350 relief flight is now waiting to land at #Kathmandu. http://t.co/6nQWFhhS0C #NepalEarthquake http:/…	rescue_volunteering_and_donation_effort	the§§§0.07 a350§§§0.07 relief§§§0.07 flight§§§0.07 is§§§0.07 now§§§0.07 waiting§§§0.07 to§§§0.07 land§§§0.07 at§§§0.06 #kathmandu§§§0.06 .§§§0.0 #nepalearthquake§§§0.0 :/§§§0.0 …§§§0.0
RT @cnnbrk: Nepal to reopen routes up Mount Everest as early as next week. At least 19 people died there from  earthquake. http://t.co/nqMS…	injured_or_dead_people	nepal§§§0.0 to§§§0.0 reopen§§§0.0 routes§§§0.0 up§§§0.0 mount§§§0.0 everest§§§0.0 as§§§0.0 early§§§0.0 as§§§0.0 next§§§0.0 week§§§0.0 .§§§0.0 at§§§0.2 least§§§0.2 19§§§0.2 people§§§0.2 died§§§0.2 there§§§0.0 from§§§0.0 earthquake§§§0.0 .§§§0.0 …§§§0.0
Major aftershock shakes Nepal and neighbouring countries following Saturday's devastating earthqua http://t.co/ITngSMYjjM via @BBCBreaking	other_useful_information	major§§§0.11 aftershock§§§0.11 shakes§§§0.12 nepal§§§0.12 and§§§0.1 neighbouring§§§0.1 countries§§§0.11 following§§§0.0 saturday's§§§0.0 devastating§§§0.0 earthqua§§§0.0 via§§§0.0
"RT @BishopJakes: My heart is broken over the loss of 1400 people in Nepal, death of Freddie Gray, beheading of Coptic Christians n Libya. W…"	not_related_or_irrelevant	my§§§0.1 heart§§§0.11 is§§§0.11 broken§§§0.11 over§§§0.08 the§§§0.09 loss§§§0.1 of§§§0.1 1400§§§0.1 people§§§0.1 in§§§0.0 nepal§§§0.0 ,§§§0.0 death§§§0.0 of§§§0.0 freddie§§§0.0 gray§§§0.0 ,§§§0.0 beheading§§§0.0 of§§§0.0 coptic§§§0.0 christians§§§0.0 n§§§0.0 libya§§§0.0 .§§§0.0 w§§§0.0 …§§§0.0
@RannvijaySingha dude I was thinking that how should be a part of this and contribute to Nepal relief.I think this a good way to help	not_related_or_irrelevant	dude§§§0.03 i§§§0.03 was§§§0.03 thinking§§§0.04 that§§§0.04 how§§§0.04 should§§§0.04 be§§§0.04 a§§§0.04 part§§§0.04 of§§§0.04 this§§§0.04 and§§§0.04 contribute§§§0.04 to§§§0.04 nepal§§§0.04 relief§§§0.04 .§§§0.03 i§§§0.04 think§§§0.04 this§§§0.04 a§§§0.04 good§§§0.04 way§§§0.04 to§§§0.04 help§§§0.04
RT @gauravcsawant: 750 dead in Kathmandu. Lamjung (epicentre) initial reports: more than 100 dead. (India to dispatch additional doctors &amp; …	injured_or_dead_people	750§§§0.16 dead§§§0.16 in§§§0.0 kathmandu§§§0.0 .§§§0.0 lamjung§§§0.0 (§§§0.0 epicentre§§§0.0 )§§§0.0 initial§§§0.0 reports§§§0.0 :§§§0.0 more§§§0.17 than§§§0.17 100§§§0.17 dead§§§0.17 .§§§0.0 (§§§0.0 india§§§0.0 to§§§0.0 dispatch§§§0.0 additional§§§0.0 doctors§§§0.0 and§§§0.0 …§§§0.0
"RT @rConflictNews: Pakistan sending 4 aircraft carrying a 30-bed field hospital, 2,000 meals, beds and tents #NepalQuake - @AhmenKhawaja ht…"	rescue_volunteering_and_donation_effort	pakistan§§§0.06 sending§§§0.05 4§§§0.06 aircraft§§§0.05 carrying§§§0.06 a§§§0.06 30-bed§§§0.06 field§§§0.06 hospital§§§0.06 ,§§§0.06 2,000§§§0.06 meals§§§0.06 ,§§§0.06 beds§§§0.06 and§§§0.06 tents§§§0.06 #nepalquake§§§0.0 -§§§0.0 ht§§§0.0 …§§§0.0
"Nepal earthquake: 'I just want to cry, all I feel is hurt' http://t.co/C5ncd1tQnX"	not_related_or_irrelevant	nepal§§§0.05 earthquake§§§0.05 :§§§0.05 '§§§0.05 i§§§0.06 just§§§0.06 want§§§0.06 to§§§0.06 cry§§§0.06 ,§§§0.06 all§§§0.06 i§§§0.06 feel§§§0.06 is§§§0.06 hurt§§§0.06 '§§§0.06
"RT @STForeignDesk: BREAKING: #NepalQuake: Aftershock of 6.7 magnitude hits Nepal and #India, triggers fresh avalanche\n\nhttp://t.co/AZ1y2VXy…"	other_useful_information	breaking§§§0.0 :§§§0.0 #nepalquake§§§0.0 :§§§0.0 aftershock§§§0.08 of§§§0.08 6.7§§§0.08 magnitude§§§0.08 hits§§§0.08 nepal§§§0.08 and§§§0.07 #india§§§0.07 ,§§§0.05 triggers§§§0.04 fresh§§§0.04 avalanche§§§0.04 …§§§0.0
Perth families desperate for Nepal news (The West Australian) http://t.co/6uL7KD5mrm #news	not_related_or_irrelevant	perth§§§0.07 families§§§0.07 desperate§§§0.07 for§§§0.07 nepal§§§0.07 news§§§0.07 (§§§0.07 the§§§0.07 west§§§0.07 australian§§§0.07 )§§§0.07 #news§§§0.07
"RT @HDLindiaOrg: Nepal slaughtered 2000 cows on 28-29 november 2014, human casualties in nepal approx 10000 !! 1 cow's life = 5 human being…"	injured_or_dead_people	nepal§§§0.0 slaughtered§§§0.0 2000§§§0.0 cows§§§0.0 on§§§0.0 28-29§§§0.0 november§§§0.0 2014§§§0.0 ,§§§0.0 human§§§0.14 casualties§§§0.15 in§§§0.14 nepal§§§0.14 approx§§§0.14 10000§§§0.15 !!§§§0.0 1§§§0.0 cow's§§§0.0 life§§§0.0 =§§§0.0 5§§§0.0 human§§§0.0 being§§§0.0 …§§§0.0
UNESCO World Heritage sites destroyed by quake: sad sight.All our thoughts and prayers are with the people of Nepal. https://t.co/lgvQJZCnNF	infrastructure_and_utilities_damage	unesco§§§0.17 world§§§0.17 heritage§§§0.17 sites§§§0.17 destroyed§§§0.17 by§§§0.0 quake§§§0.0 :§§§0.0 sad§§§0.0 sight§§§0.0 .§§§0.0 all§§§0.0 our§§§0.0 thoughts§§§0.0 and§§§0.0 prayers§§§0.0 are§§§0.0 with§§§0.0 the§§§0.0 people§§§0.0 of§§§0.0 nepal§§§0.0 .§§§0.0
RT @mayankjain100: Islamic invaders used to throw slaughtered cows in water sources of Rajputs--who used to die thirsty during war. Pak doe…	not_related_or_irrelevant	islamic§§§0.04 invaders§§§0.04 used§§§0.04 to§§§0.04 throw§§§0.04 slaughtered§§§0.04 cows§§§0.04 in§§§0.04 water§§§0.04 sources§§§0.04 of§§§0.04 rajputs§§§0.04 --§§§0.04 who§§§0.04 used§§§0.04 to§§§0.04 die§§§0.04 thirsty§§§0.04 during§§§0.04 war§§§0.04 .§§§0.04 pak§§§0.04 doe§§§0.04 …§§§0.04
"RT @carolineheldman: Good news! Supplies delivered to Kyanjin Gompa, and many choppers have rescued people.  #Langtang #NepalQuake"	rescue_volunteering_and_donation_effort	good§§§0.0 news§§§0.0 !§§§0.0 supplies§§§0.06 delivered§§§0.06 to§§§0.06 kyanjin§§§0.06 gompa§§§0.06 ,§§§0.06 and§§§0.06 many§§§0.06 choppers§§§0.06 have§§§0.06 rescued§§§0.07 people§§§0.07 .§§§0.0 #langtang§§§0.0 #nepalquake§§§0.0
RT @ShivAroor: Best story ever :) 4-month-old baby survives 24-hrs under rubble in Nepal. Nepal Army rescues. http://t.co/4wmBkCVmqd http:/…	affected_people_and_evacuations	best§§§0.0 story§§§0.0 ever§§§0.0 :)§§§0.0 4-month-old§§§0.12 baby§§§0.12 survives§§§0.11 24-hrs§§§0.09 under§§§0.09 rubble§§§0.09 in§§§0.0 nepal§§§0.0 .§§§0.0 nepal§§§0.0 army§§§0.0 rescues§§§0.0 .§§§0.0 :/§§§0.0 …§§§0.0
This Nepal earthquake is horrible. ὣ3	not_related_or_irrelevant	this§§§0.12 nepal§§§0.12 earthquake§§§0.12 is§§§0.11 horrible§§§0.12 .§§§0.1 ὣ3§§§0.1
Nepal Earthquake CCTV footage from Hotel Swimming pool Live Video: http://t.co/pyNiHlUn3P via @YouTube	other_useful_information	nepal§§§0.17 earthquake§§§0.17 cctv§§§0.17 footage§§§0.16 from§§§0.0 hotel§§§0.0 swimming§§§0.0 pool§§§0.0 live§§§0.0 video§§§0.0 :§§§0.0 via§§§0.0
---\n---\nEarth quake Nepal	other_useful_information	---§§§0.0 ---§§§0.0 earth§§§0.24 quake§§§0.25 nepal§§§0.26
RT @BBCScotlandNews: Scots listed missing after the #NepalEarthquake have been making contact with their families http://t.co/gRsC4Pjq3X ht…	affected_people_and_evacuations	scots§§§0.25 listed§§§0.25 missing§§§0.25 after§§§0.0 the§§§0.0 #nepalearthquake§§§0.0 have§§§0.0 been§§§0.0 making§§§0.0 contact§§§0.0 with§§§0.0 their§§§0.0 families§§§0.0 ht§§§0.0 …§§§0.0
"RT @SueDHellmann: Terribly sad news. @AP: BREAKING: Nepal police say at least 1,130 dead in massive earthquake centered outside of Kathmand…"	injured_or_dead_people	terribly§§§0.0 sad§§§0.0 news§§§0.0 .§§§0.0 :§§§0.0 breaking§§§0.0 :§§§0.0 nepal§§§0.0 police§§§0.0 say§§§0.0 at§§§0.19 least§§§0.2 1,130§§§0.2 dead§§§0.2 in§§§0.0 massive§§§0.0 earthquake§§§0.0 centered§§§0.0 outside§§§0.0 of§§§0.0 kathmand§§§0.0 …§§§0.0
They were enroute to #kathmandu from #raxaul by a bus. 12 people were travelling in a bus. they started at around 10am in the morning.	not_related_or_irrelevant	they§§§0.03 were§§§0.03 enroute§§§0.03 to§§§0.03 #kathmandu§§§0.03 from§§§0.03 #raxaul§§§0.03 by§§§0.03 a§§§0.03 bus§§§0.03 .§§§0.03 12§§§0.03 people§§§0.03 were§§§0.03 travelling§§§0.03 in§§§0.03 a§§§0.03 bus§§§0.03 .§§§0.03 they§§§0.03 started§§§0.03 at§§§0.03 around§§§0.03 10am§§§0.03 in§§§0.03 the§§§0.03 morning§§§0.03 .§§§0.03
RT @rayyykneee: Prolly only 5 people knows about Nepal's earthquake in my school.Smh. They're on Twitter 24/7 but they ignore it cuz it's n…	not_related_or_irrelevant	prolly§§§0.03 only§§§0.03 5§§§0.03 people§§§0.03 knows§§§0.03 about§§§0.03 nepal's§§§0.04 earthquake§§§0.04 in§§§0.03 my§§§0.03 school§§§0.03 .§§§0.03 smh§§§0.03 .§§§0.03 they're§§§0.03 on§§§0.03 twitter§§§0.03 24/7§§§0.03 but§§§0.03 they§§§0.03 ignore§§§0.03 it§§§0.03 cuz§§§0.03 it's§§§0.03 n§§§0.03 …§§§0.03
Kathmandu: Mass cremation of the victims of Earthquake http://t.co/PWHEsNjQvO	injured_or_dead_people	kathmandu§§§0.0 :§§§0.0 mass§§§0.17 cremation§§§0.17 of§§§0.17 the§§§0.17 victims§§§0.15 of§§§0.0 earthquake§§§0.0
"6.6 million people affected in Nepal earthquake, says UN http://t.co/34pdnr71W0 via @NewsRepublic"	affected_people_and_evacuations	6.6§§§0.24 million§§§0.25 people§§§0.25 affected§§§0.25 in§§§0.0 nepal§§§0.0 earthquake§§§0.0 ,§§§0.0 says§§§0.0 un§§§0.0 via§§§0.0
RT @MarianCataln: Many Himalayan Villages are like this. #nepal #earthquake #HELPNEPAL http://t.co/rARiOSEgHr	not_related_or_irrelevant	many§§§0.07 himalayan§§§0.07 villages§§§0.07 are§§§0.07 like§§§0.07 this§§§0.07 .§§§0.06 #nepal§§§0.06 #earthquake§§§0.06 #helpnepal§§§0.07
"RT @NST_Online: Nepalese Home Ministry says quake death toll has reached 1,805. #BreakingNews #NepalEarthquake #nst170 http://t.co/hmJoov6F…"	injured_or_dead_people	nepalese§§§0.0 home§§§0.0 ministry§§§0.0 says§§§0.0 quake§§§0.0 death§§§0.17 toll§§§0.17 has§§§0.16 reached§§§0.16 1,805§§§0.17 .§§§0.0 #breakingnews§§§0.0 #nepalearthquake§§§0.0 #nst170§§§0.0 …§§§0.0
@lookatthisstory  China To Flatten 700 Mountains http://t.co/fy0YxdjIOj @HuffPostGreen #NepalEarthquake #wazrom  http://t.co/mmo0V44Pvq …	not_related_or_irrelevant	china§§§0.08 to§§§0.08 flatten§§§0.08 700§§§0.08 mountains§§§0.08 #nepalearthquake§§§0.07 #wazrom§§§0.08 …§§§0.07
Emergency Contact Details for #Expats in #Nepal | AngloINFO World: #Expat Life http://t.co/ig0p0rZ571 @FCOtravel	rescue_volunteering_and_donation_effort	emergency§§§0.34 contact§§§0.35 details§§§0.31 for§§§0.0 #expats§§§0.0 in§§§0.0 #nepal§§§0.0 |§§§0.0 angloinfo§§§0.0 world§§§0.0 :§§§0.0 #expat§§§0.0 life§§§0.0
RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed &amp; injured http:…	infrastructure_and_utilities_damage	nepal§§§0.0 #earthquake§§§0.0 latest§§§0.0 :§§§0.0 -§§§0.0 reports§§§0.0 of§§§0.0 avalanches§§§0.0 in§§§0.0 everest§§§0.0 -§§§0.0 temples§§§0.33 flattened§§§0.34 -§§§0.0 unknown§§§0.0 numbers§§§0.0 killed§§§0.0 and§§§0.0 injured§§§0.0 :§§§0.0 …§§§0.0
"RT @pcgamer: Ubisoft's Far Cry dev team will donate up to $100,000 to support relief efforts in Nepal. http://t.co/r62uwsTde3 http://t.co/j…"	rescue_volunteering_and_donation_effort	ubisoft's§§§0.05 far§§§0.05 cry§§§0.05 dev§§§0.05 team§§§0.05 will§§§0.05 donate§§§0.05 up§§§0.05 to§§§0.05 $§§§0.05 100,000§§§0.05 to§§§0.04 support§§§0.04 relief§§§0.04 efforts§§§0.04 in§§§0.04 nepal§§§0.04 .§§§0.0 …§§§0.0
"Maurice1Charles: RT Reuters: The death toll from #Nepal's 7.9 magnitude earthquake has climbed to more than 3,700:… http://t.co/aFKQ602LiZ"	injured_or_dead_people	maurice1charles§§§0.0 :§§§0.0 reuters§§§0.0 :§§§0.0 the§§§0.06 death§§§0.06 toll§§§0.06 from§§§0.06 #nepal's§§§0.06 7.9§§§0.06 magnitude§§§0.06 earthquake§§§0.06 has§§§0.06 climbed§§§0.06 to§§§0.06 more§§§0.06 than§§§0.06 3,700§§§0.06 :§§§0.0 …§§§0.0
RT @ndtvfeed: Fresh 6.7 Magnitude Earthquake Strikes Nepal; Tremors Across North India http://t.co/3GjEtw2gll (video)	other_useful_information	fresh§§§0.08 6.7§§§0.08 magnitude§§§0.07 earthquake§§§0.07 strikes§§§0.07 nepal§§§0.07 ;§§§0.06 tremors§§§0.06 across§§§0.06 north§§§0.06 india§§§0.06 (§§§0.02 video§§§0.02 )§§§0.02
RT @namgayzam: #Bhutan's aid commitment to #Nepal same as the US and Google: USD 1MN. http://t.co/PZ3n9Uzp8B	rescue_volunteering_and_donation_effort	#bhutan's§§§0.1 aid§§§0.1 commitment§§§0.1 to§§§0.1 #nepal§§§0.1 same§§§0.0 as§§§0.0 the§§§0.0 us§§§0.0 and§§§0.0 google§§§0.0 :§§§0.0 usd§§§0.0 1mn§§§0.0 .§§§0.0
